countrynewwb;codewb;year;pop_adult;regionwb;incomegroup;group;group2;account;fiaccount;mobileaccount;borrow_money;dig_acc;saved fo old age;borrowed from fam and fri;envio remesa nacional;recibio_remesa_nacional;recibio_remesa_digital;recibio_transferencia_gobierno;recibio_pension_publica;retiro_dinero_cuenta;cuenta_inactiva;pagos_comercio_digital;ahorro_total
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;834452814;82880201;0.335635814;677638353;0.76505649;NA;239492954;0.260665819;0.331590959;0.245248939;194245963;0.207888322;137571241;;0.636956636;524310107
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;936273698;925060583;0.357802323;595016784;0.871393188;NA;293849796;0.331874588;0.369357446;0.256085833;262558559;0.240719665;158604031;;0.790925546;532256899
Argentina;ARG;2014;31872846;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;484714929;484714929;NA;220040875;NA;NA;;NA;NA;NA;182867126;NA;162171733;;NA;179356974
Argentina;ARG;2014;31872846;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;51860397;51860397;NA;44979206;NA;NA;;NA;NA;NA;109907672;NA;365578991;;NA;281544177
Belize;BLZ;2014;228016;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;429155819;429155819;NA;524474896;NA;NA;325510524;NA;NA;NA;120951157;NA;86611424;;NA;570282067
Belize;BLZ;2014;228016;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;526339704;526339704;NA;574456127;NA;NA;30735097;NA;NA;NA;148320103;NA;124356777;;NA;615807545
Bolivia;BOL;2014;7120716;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;262945853;261548031;NA;238232151;NA;NA;104474743;NA;NA;NA;296437818;NA;;;NA;525413232
Bolivia;BOL;2014;7120716;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;499280736;483459062;NA;439954601;NA;NA;146064674;NA;NA;NA;149500746;NA;;;NA;706940562
Brazil;BRA;2014;152293155;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;604162733;604162733;NA;278803087;NA;NA;;NA;NA;NA;167823661;NA;196004583;;NA;205729364
Brazil;BRA;2014;152293155;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;743081085;743081085;NA;502193125;NA;NA;;NA;NA;NA;135993533;NA;420408324;;NA;339104184
Canada;CAN;2014;29372810;High income;High income;laborforce;out of laborforce;983261826;983261826;NA;777299119;NA;NA;200183064;NA;NA;NA;470486193;NA;681914555;;NA;693336938
Canada;CAN;2014;29372810;High income;High income;laborforce;in laborforce;99515749;99515749;NA;889106361;NA;NA;155113644;NA;NA;NA;290511802;NA;817884533;;NA;890428059
Chile;CHL;2014;14064832;High income;High income;laborforce;out of laborforce;481100357;481100357;NA;277359029;NA;NA;;NA;NA;NA;231321514;NA;174021393;;NA;255130079
Chile;CHL;2014;14064832;High income;High income;laborforce;in laborforce;764141229;763242126;NA;502558724;NA;NA;;NA;NA;NA;145292148;NA;373709868;;NA;45012546
Colombia;COL;2014;34309704;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;253423492;252022514;NA;273868132;NA;NA;99028014;NA;NA;NA;;NA;76305351;;NA;374054277
Colombia;COL;2014;34309704;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;514904335;503823111;NA;575439841;NA;NA;213327133;NA;NA;NA;;NA;192813782;;NA;497702829
Costa Rica;CRI;2014;3611461;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;5318088;5318088;NA;339325166;NA;NA;104808618;NA;NA;NA;;NA;76505849;;NA;501612028
Costa Rica;CRI;2014;3611461;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;745797298;745797298;NA;531805154;NA;NA;177310435;NA;NA;NA;;NA;20519797;;NA;674735565
Dominican Republic;DOM;2014;7152325;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;397475979;395843377;NA;403721005;NA;NA;163997842;NA;NA;NA;137031588;NA;60439726;;NA;470549532
Dominican Republic;DOM;2014;7152325;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;644622962;644001228;NA;670608574;NA;NA;263237772;NA;NA;NA;116926361;NA;143687368;;NA;64635493
Ecuador;ECU;2014;11054660;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;292700743;292700743;NA;180659271;NA;NA;;NA;NA;NA;;NA;;;NA;23435013
Ecuador;ECU;2014;11054660;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;600977833;600977833;NA;318413833;NA;NA;;NA;NA;NA;;NA;;;NA;391736023
El Salvador;SLV;2014;4304307;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;239172904;21729909;NA;341015336;NA;NA;104118671;NA;NA;NA;164373481;NA;;;NA;466488345
El Salvador;SLV;2014;4304307;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;524136878;504542117;NA;598403864;NA;NA;14755641;NA;NA;NA;17237223;NA;;;NA;708922386
Guatemala;GTM;2014;9616393;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;273698158;266799601;NA;381358763;NA;NA;158638478;NA;NA;NA;;NA;;;NA;442070419
Guatemala;GTM;2014;9616393;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;546956407;542547493;NA;519601813;NA;NA;23047406;NA;NA;NA;;NA;;;NA;667609971
Haiti;HTI;2014;6636287;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;125277484;111985869;NA;455604951;NA;NA;246567603;NA;NA;NA;;NA;;;NA;383767476
Haiti;HTI;2014;6636287;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;294605027;280419644;NA;511687748;NA;NA;309272049;NA;NA;NA;;NA;;;NA;556282051
Honduras;HND;2014;5672647;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;238545783;218083425;NA;393385511;NA;NA;174694409;NA;NA;NA;;NA;;;NA;324487338
Honduras;HND;2014;5672647;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;434477961;429510223;NA;489745565;NA;NA;196049776;NA;NA;NA;;NA;;;NA;510166496
Jamaica;JAM;2014;2096466;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;766830602;764032767;NA;399448171;NA;NA;266097483;NA;NA;NA;149026208;NA;75331458;122739053;NA;670591543
Jamaica;JAM;2014;2096466;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;796474953;796474953;NA;551356062;NA;NA;315827618;NA;NA;NA;91617031;NA;179667213;137640492;NA;791079395
Mexico;MEX;2014;84399247;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;254772573;252402519;NA;477169913;NA;NA;246335581;NA;NA;NA;174204351;NA;93123659;;NA;483818017
Mexico;MEX;2014;84399247;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;501337336;495204972;NA;573039608;NA;NA;271563345;NA;NA;NA;185720253;NA;246821713;;NA;664276918
Nicaragua;NIC;2014;4012287;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;89184481;83632878;NA;334689636;NA;NA;130909457;NA;NA;NA;;NA;;;NA;438535359
Nicaragua;NIC;2014;4012287;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;306160935;300021143;NA;533096963;NA;NA;205998552;NA;NA;NA;;NA;;;NA;593360088
Panama;PAN;2014;2737867;High income;High income;laborforce;out of laborforce;28488623;282036299;NA;448001792;NA;NA;173942961;NA;NA;NA;123506301;NA;;;NA;522327035
Panama;PAN;2014;2737867;High income;High income;laborforce;in laborforce;534227794;531811799;NA;541542506;NA;NA;259686392;NA;NA;NA;117493136;NA;;;NA;690825279
Peru;PER;2014;21413567;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;144686623;144686623;NA;229206;NA;NA;95052145;NA;NA;NA;;NA;45175071;;NA;269182305
Peru;PER;2014;21413567;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;380102923;380102923;NA;380509263;NA;NA;110133283;NA;NA;NA;;NA;161036175;;NA;4703981
Puerto Rico;PRI;2014;2955855;High income;High income;laborforce;out of laborforce;56025115;56025115;NA;325443761;NA;NA;115106318;NA;NA;NA;163770355;NA;167895404;;NA;343905152
Puerto Rico;PRI;2014;2955855;High income;High income;laborforce;in laborforce;898397767;898397767;NA;463520748;NA;NA;96517701;NA;NA;NA;121543889;NA;344263888;;NA;586323912
United States;USA;2014;254715188;High income;High income;laborforce;out of laborforce;930734774;930734774;NA;75326295;NA;NA;2177855;NA;NA;NA;348122797;NA;550652508;;NA;614015663
United States;USA;2014;254715188;High income;High income;laborforce;in laborforce;938955422;938955422;NA;786264661;NA;NA;186108032;NA;NA;NA;164111223;NA;632283464;;NA;843371457
Uruguay;URY;2014;2625287;High income;High income;laborforce;out of laborforce;373590311;370015547;NA;478790683;NA;NA;;NA;NA;NA;168015329;NA;318557685;;NA;328777513
Uruguay;URY;2014;2625287;High income;High income;laborforce;in laborforce;534937266;533856418;NA;629433554;NA;NA;;NA;NA;NA;113143094;NA;474495379;;NA;439433479
Venezuela, RB;VEN;2014;21274157;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;380084097;380084097;NA;252855584;NA;NA;124234655;NA;NA;NA;;NA;85104168;;NA;364639506
Venezuela, RB;VEN;2014;21274157;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;747834236;744566645;NA;494102984;NA;NA;187192111;NA;NA;NA;;NA;335746502;;NA;571365224
Argentina;ARG;2017;33036043;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;471008247;463922597;NA;272404745;NA;NA;114539453;NA;NA;NA;167674234;NA;150823705;;NA;214175728
Argentina;ARG;2017;33036043;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;498438541;489932822;NA;44739282;NA;NA;187336484;NA;NA;NA;134427469;NA;302442063;;NA;365977799
Bolivia;BOL;2017;7571421;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;376737808;327792294;NA;286607487;NA;NA;205871206;NA;NA;NA;202355658;NA;;;NA;47766319
Bolivia;BOL;2017;7571421;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;61401803;589139072;NA;513229765;NA;NA;292477119;NA;NA;NA;159593428;NA;;;NA;577820651
Brazil;BRA;2017;158478074;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;610837893;610837893;NA;288747755;NA;NA;111299374;NA;NA;NA;206104809;NA;176512996;;NA;238273095
Brazil;BRA;2017;158478074;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;765078802;765078802;NA;479949566;NA;NA;155973283;NA;NA;NA;174059974;NA;337939979;;NA;387474792
Canada;CAN;2017;30253020;High income;High income;laborforce;out of laborforce;995941279;995941279;NA;829350832;NA;NA;146576775;NA;NA;NA;421189525;0.503809959;781656877;;NA;65205041
Canada;CAN;2017;30253020;High income;High income;laborforce;in laborforce;997978422;997978422;NA;910064455;NA;NA;135708465;NA;NA;NA;278928366;0.103862728;849470339;;NA;880102709
Chile;CHL;2017;14675996;High income;High income;laborforce;out of laborforce;617980931;607619025;0.081530118;282993431;NA;NA;91857463;NA;NA;NA;257995233;0.226378535;209815858;;NA;366924555
Chile;CHL;2017;14675996;High income;High income;laborforce;in laborforce;841995897;84098022;0.269253578;587690272;NA;NA;198906229;NA;NA;NA;196861448;0.073422687;368043854;;NA;589746044
Colombia;COL;2017;36092425;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;33286318;323563536;NA;285191025;NA;NA;17894074;NA;NA;NA;136290779;NA;57789846;;NA;234097601
Colombia;COL;2017;36092425;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;52543662;517058988;NA;482501351;NA;NA;2191598;NA;NA;NA;126659381;NA;183329632;;NA;471085158
Costa Rica;CRI;2017;3790388;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;620189775;620189775;NA;27380601;NA;NA;119458551;NA;NA;NA;186454713;0.179777374;87840766;;NA;494014212
Costa Rica;CRI;2017;3790388;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;723638172;723638172;NA;419207679;NA;NA;170320196;NA;NA;NA;88052048;0.052625644;178400866;;NA;64408006
Dominican Republic;DOM;2017;7508555;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;423830221;419396833;NA;323404819;NA;NA;145380697;NA;NA;NA;145710149;NA;76315983;;NA;372676369
Dominican Republic;DOM;2017;7508555;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;65024327;629258829;NA;630351245;NA;NA;223147688;NA;NA;NA;122307659;NA;220052906;;NA;611614135
Ecuador;ECU;2017;11800828;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;343262132;338093543;NA;199198902;NA;NA;75951154;NA;NA;NA;;NA;;;NA;214201796
Ecuador;ECU;2017;11800828;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;63153881;628731914;NA;403821453;NA;NA;171689483;NA;NA;NA;;NA;;;NA;426993407
El Salvador;SLV;2017;4464670;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;175700086;163788009;NA;132746722;NA;NA;;NA;NA;NA;;NA;;;NA;247846627
El Salvador;SLV;2017;4464670;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;40244117;393615709;NA;298052414;NA;NA;;NA;NA;NA;;NA;;;NA;481084418
Guatemala;GTM;2017;10430246;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;319950931;312662746;NA;225883643;NA;NA;102261316;NA;NA;NA;;NA;;;NA;333431779
Guatemala;GTM;2017;10430246;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;519079054;51437373;NA;387250499;NA;NA;149092016;NA;NA;NA;;NA;;;NA;479955757
Haiti;HTI;2017;7048972;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;257814489;215815743;0.086170726;33841601;NA;NA;193603019;NA;NA;NA;;NA;;;NA;388273455
Haiti;HTI;2017;7048972;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;458707364;4098838;0.230094164;510165771;NA;NA;251757759;NA;NA;NA;;NA;;;NA;541723315
Honduras;HND;2017;6185475;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;329713276;314195822;NA;24909158;NA;NA;116878019;NA;NA;NA;;NA;;;NA;34348736
Honduras;HND;2017;6185475;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;549067816;518536289;NA;404014384;NA;NA;17314963;NA;NA;NA;;NA;;;NA;474178424
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;255495372;254562122;NA;208170944;NA;NA;103960157;NA;NA;NA;132994622;NA;;;NA;253825004
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;in laborforce;430309305;407275409;NA;385456492;NA;NA;162447524;NA;NA;NA;121139586;NA;;;NA;495282185
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;out of laborforce;201811542;179152619;NA;208555586;NA;NA;84439282;NA;NA;NA;;NA;;;NA;344554392
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;laborforce;in laborforce;386901292;361413124;NA;361998884;NA;NA;115615994;NA;NA;NA;;NA;;;NA;523412718
Panama;PAN;2017;2915245;High income;High income;laborforce;out of laborforce;385233252;380296205;NA;199531294;NA;NA;68273301;NA;NA;NA;259887398;NA;;;NA;37130225
Panama;PAN;2017;2915245;High income;High income;laborforce;in laborforce;519219208;511281413;NA;382604766;NA;NA;128291675;NA;NA;NA;131471521;NA;;;NA;56052412
Paraguay;PRY;2017;4382299;Latin America & Caribbean (excluding high income);Upper middle income;laborforce;out of laborforce;419240643;315725698;0.186255854;215659875;NA;NA;145603507;NA;NA;NA;;NA;;;NA;165900114
